subject,idna_subject,expiration_date,epoch,registrar
5avlib.com,5avlib.com,06-feb-2021,1612569600.0,
5avlib.com,5avlib.com,06-feb-2021,1612569600.0,
adultdvdiso.com,adultdvdiso.com,30-jun-2021,1625011200.0,
adultdvdiso.com,adultdvdiso.com,30-jun-2021,1625011200.0,
adultjav.com,adultjav.com,07-may-2021,1620345600.0,
adultjav.com,adultjav.com,07-may-2021,1620345600.0,
archive-jav.com,archive-jav.com,30-jun-2021,1625011200.0,
archive-jav.com,archive-jav.com,30-jun-2021,1625011200.0,
avaruaru.com,avaruaru.com,02-apr-2021,1617321600.0,
avaruaru.com,avaruaru.com,02-apr-2021,1617321600.0,
avbloghd.com,avbloghd.com,21-feb-2021,1613865600.0,
avbloghd.com,avbloghd.com,21-feb-2021,1613865600.0,
avcute.com,avcute.com,23-jul-2021,1626998400.0,
avcute.com,avcute.com,23-jul-2021,1626998400.0,
avdvdrar.com,avdvdrar.com,10-jul-2021,1625875200.0,
avdvdrar.com,avdvdrar.com,10-jul-2021,1625875200.0,
avlib.info,avlib.info,11-jun-2021,1623369600.0,
avlib.info,avlib.info,11-jun-2021,1623369600.0,
avotaku.com,avotaku.com,12-jun-2021,1623456000.0,
avotaku.com,avotaku.com,12-jun-2021,1623456000.0,
avpanel.com,avpanel.com,21-may-2021,1621555200.0,
avpanel.com,avpanel.com,21-may-2021,1621555200.0,
avpapa.com,avpapa.com,04-apr-2021,1617494400.0,
avpapa.com,avpapa.com,04-apr-2021,1617494400.0,
avside.com,avside.com,14-jul-2021,1626220800.0,
avside.com,avside.com,14-jul-2021,1626220800.0,
bdsmsm.com,bdsmsm.com,15-aug-2021,1628985600.0,
bdsmsm.com,bdsmsm.com,15-aug-2021,1628985600.0,
binrand.com,binrand.com,30-jan-2021,1611964800.0,
binrand.com,binrand.com,30-jan-2021,1611964800.0,
dmm48.com,dmm48.com,17-mar-2021,1615939200.0,
dmm48.com,dmm48.com,17-mar-2021,1615939200.0,
e-r3.com,e-r3.com,22-may-2021,1621641600.0,
e-r3.com,e-r3.com,22-may-2021,1621641600.0,
fastav.com,fastav.com,01-mar-2021,1614556800.0,
fastav.com,fastav.com,01-mar-2021,1614556800.0,
fhd-jav.com,fhd-jav.com,22-jun-2021,1624320000.0,
fhd-jav.com,fhd-jav.com,22-jun-2021,1624320000.0,
freshjav.net,freshjav.net,25-mar-2021,1616630400.0,
freshjav.net,freshjav.net,25-mar-2021,1616630400.0,
gravureidolvideo.com,gravureidolvideo.com,08-aug-2021,1628380800.0,
gravureidolvideo.com,gravureidolvideo.com,08-aug-2021,1628380800.0,
hardcorejav.com,hardcorejav.com,13-aug-2021,1628812800.0,
hardcorejav.com,hardcorejav.com,13-aug-2021,1628812800.0,
hardjav.com,hardjav.com,04-may-2021,1620086400.0,
hardjav.com,hardjav.com,04-may-2021,1620086400.0,
hdjav.biz,hdjav.biz,10-jun-2021,1623283200.0,
hdjav.biz,hdjav.biz,10-jun-2021,1623283200.0,
hdjav.info,hdjav.info,04-apr-2021,1617494400.0,
hdjav.info,hdjav.info,04-apr-2021,1617494400.0,
hdjav.site,hdjav.site,11-aug-2021,1628640000.0,
hdjav.site,hdjav.site,11-aug-2021,1628640000.0,
hdjavporn.com,hdjavporn.com,07-may-2021,1620345600.0,
hdjavporn.com,hdjavporn.com,07-may-2021,1620345600.0,
highav.com,highav.com,09-may-2021,1620518400.0,
highav.com,highav.com,09-may-2021,1620518400.0,
hopic.net,hopic.net,14-feb-2021,1613260800.0,
hopic.net,hopic.net,14-feb-2021,1613260800.0,
hot-av.info,hot-av.info,20-may-2021,1621468800.0,
hot-av.info,hot-av.info,20-may-2021,1621468800.0,
idolbee.com,idolbee.com,04-aug-2025,1754265600.0,
idolbee.com,idolbee.com,04-aug-2025,1754265600.0,
japan-video.com,japan-video.com,27-mar-2021,1616803200.0,
japan-video.com,japan-video.com,27-mar-2021,1616803200.0,
japan-videos.com,japan-videos.com,07-mar-2021,1615075200.0,
japan-videos.com,japan-videos.com,07-mar-2021,1615075200.0,
japantv.club,japantv.club,23-aug-2021,1629676800.0,
japantv.club,japantv.club,23-aug-2021,1629676800.0,
jav-akiho.com,jav-akiho.com,10-feb-2021,1612915200.0,
jav-akiho.com,jav-akiho.com,10-feb-2021,1612915200.0,
jav-av.com,jav-av.com,13-jul-2021,1626134400.0,
jav-av.com,jav-av.com,13-jul-2021,1626134400.0,
jav-box.com,jav-box.com,09-may-2021,1620518400.0,
jav-box.com,jav-box.com,09-may-2021,1620518400.0,
jav-bus.com,jav-bus.com,28-jun-2021,1624838400.0,
jav-bus.com,jav-bus.com,28-jun-2021,1624838400.0,
jav-buzz.com,jav-buzz.com,06-mar-2021,1614988800.0,
jav-buzz.com,jav-buzz.com,06-mar-2021,1614988800.0,
jav-cafe.com,jav-cafe.com,05-jan-2022,1641340800.0,
jav-cafe.com,jav-cafe.com,05-jan-2022,1641340800.0,
jav-depfile.com,jav-depfile.com,19-feb-2021,1613692800.0,
jav-depfile.com,jav-depfile.com,19-feb-2021,1613692800.0,
jav-dream.com,jav-dream.com,19-feb-2021,1613692800.0,
jav-dream.com,jav-dream.com,19-feb-2021,1613692800.0,
jav-fan.com,jav-fan.com,15-may-2022,1652572800.0,
jav-fan.com,jav-fan.com,15-may-2022,1652572800.0,
jav-fhd.com,jav-fhd.com,17-feb-2021,1613520000.0,
jav-fhd.com,jav-fhd.com,17-feb-2021,1613520000.0,
jav-fhd.net,jav-fhd.net,24-may-2021,1621814400.0,
jav-fhd.net,jav-fhd.net,24-may-2021,1621814400.0,
jav-group.com,jav-group.com,23-apr-2021,1619136000.0,
jav-group.com,jav-group.com,23-apr-2021,1619136000.0,
jav-inc.com,jav-inc.com,29-may-2021,1622246400.0,
jav-inc.com,jav-inc.com,29-may-2021,1622246400.0,
jav-library.com,jav-library.com,30-jun-2021,1625011200.0,
jav-library.com,jav-library.com,30-jun-2021,1625011200.0,
jav-load.com,jav-load.com,28-jun-2021,1624838400.0,
jav-load.com,jav-load.com,28-jun-2021,1624838400.0,
jav-lover.com,jav-lover.com,12-apr-2024,1712880000.0,
